District,Date,Total_Crime,Total_Arrest,Crime_MOTOR_VEHICLE_THEFT,Crime_DECEPTIVE_PRACTICE,Crime_THEFT,Crime_BATTERY,Crime_SEX_OFFENSE,Crime_CRIMINAL_DAMAGE,Crime_CRIMINAL_SEXUAL_ASSAULT,Crime_OFFENSE_INVOLVING_CHILDREN,Crime_OTHER_OFFENSE,Crime_ASSAULT,Crime_PUBLIC_PEACE_VIOLATION,Crime_WEAPONS_VIOLATION,Crime_NARCOTICS,Crime_HOMICIDE,Crime_ROBBERY,Crime_BURGLARY,Crime_CRIMINAL_TRESPASS,Crime_CONCEALED_CARRY_LICENSE_VIOLATION,Crime_GAMBLING,Crime_INTERFERENCE_WITH_PUBLIC_OFFICER,Crime_ARSON,Crime_PROSTITUTION,Crime_STALKING,Crime_OBSCENITY,Crime_KIDNAPPING,Crime_INTIMIDATION,Crime_LIQUOR_LAW_VIOLATION,Crime_OTHER_NARCOTIC_VIOLATION,Crime_PUBLIC_INDECENCY,Crime_NON-CRIMINAL,Crime_HUMAN_TRAFFICKING,Location_STREET,Location_APARTMENT,Location_BAR_OR_TAVERN,Location_RESIDENCE,Location_HOSPITAL_BUILDING_/_GROUNDS,Location_HOTEL_/_MOTEL,Location_TAVERN_/_LIQUOR_STORE,Location_GROCERY_FOOD_STORE,Location_PARK_PROPERTY,Location_SIDEWALK,Location_RESIDENCE_-_YARD_(FRONT_/_BACK),Location_DRUG_STORE,Location_ALLEY,Location_COMMERCIAL_/_BUSINESS_OFFICE,Location_DRIVEWAY_-_RESIDENTIAL,Location_VEHICLE_NON-COMMERCIAL,Location_GAS_STATION,Location_OTHER_(SPECIFY),Location_ATM_(AUTOMATIC_TELLER_MACHINE),Location_AIRPORT_PARKING_LOT,Location_RESIDENCE_-_GARAGE,Location_BOAT_/_WATERCRAFT,Location_PARKING_LOT_/_GARAGE_(NON_RESIDENTIAL),Location_SMALL_RETAIL_STORE,Location_FIRE_STATION,Location_RESIDENCE_-_PORCH_/_HALLWAY,Location_CTA_PARKING_LOT_/_GARAGE_/_OTHER_PROPERTY,Location_Unknown,Location_MEDICAL_/_DENTAL_OFFICE,Location_CTA_TRAIN,Location_NURSING_/_RETIREMENT_HOME,Location_RESTAURANT,Location_CONVENIENCE_STORE,Location_DEPARTMENT_STORE,Location_OTHER_RAILROAD_PROPERTY_/_TRAIN_DEPOT,Location_BANK,Location_SCHOOL_-_PUBLIC_GROUNDS,Location_VACANT_LOT_/_LAND,Location_CTA_BUS,Location_AIRPORT_VENDING_ESTABLISHMENT,Location_CTA_BUS_STOP,Location_ATHLETIC_CLUB,Location_CHA_APARTMENT,Location_CHA_PARKING_LOT_/_GROUNDS,Location_CURRENCY_EXCHANGE,Location_VEHICLE_-_COMMERCIAL,Location_COIN_OPERATED_MACHINE,Location_SCHOOL_-_PUBLIC_BUILDING,Location_HIGHWAY_/_EXPRESSWAY,Location_ABANDONED_BUILDING,Location_POLICE_FACILITY_/_VEHICLE_PARKING_LOT,Location_CTA_STATION,"Location_VEHICLE_-_OTHER_RIDE_SHARE_SERVICE_(LYFT,_UBER,_ETC.)",Location_CHA_HALLWAY_/_STAIRWELL_/_ELEVATOR,Location_COLLEGE_/_UNIVERSITY_-_GROUNDS,Location_AIRPORT_TERMINAL_UPPER_LEVEL_-_SECURE_AREA,Location_AIRPORT_BUILDING_NON-TERMINAL_-_NON-SECURE_AREA,Location_LIBRARY,Location_CHURCH_/_SYNAGOGUE_/_PLACE_OF_WORSHIP,Location_CTA_PLATFORM,Location_LAKEFRONT_/_WATERFRONT_/_RIVERBANK,Location_BRIDGE,Location_DAY_CARE_CENTER,Location_SPORTS_ARENA_/_STADIUM,Location_APPLIANCE_STORE,Location_CAR_WASH,Location_AIRPORT_TERMINAL_LOWER_LEVEL_-_NON-SECURE_AREA,Location_MOVIE_HOUSE_/_THEATER,Location_CONSTRUCTION_SITE,Location_OTHER_COMMERCIAL_TRANSPORTATION,Location_AIRPORT_EXTERIOR_-_NON-SECURE_AREA,Location_FOREST_PRESERVE,Location_SCHOOL_-_PRIVATE_GROUNDS,Location_GOVERNMENT_BUILDING_/_PROPERTY,Location_CASINO/GAMBLING_ESTABLISHMENT,Location_AUTO_/_BOAT_/_RV_DEALERSHIP,Location_CLEANING_STORE,Location_YARD,Location_TAXICAB,Location_WAREHOUSE,Location_AIRPORT_BUILDING_NON-TERMINAL_-_SECURE_AREA,Location_FACTORY_/_MANUFACTURING_BUILDING,Location_ANIMAL_HOSPITAL,Location_PAWN_SHOP,Location_FEDERAL_BUILDING,Location_AIRPORT_EXTERIOR_-_SECURE_AREA,Location_AIRPORT_TERMINAL_UPPER_LEVEL_-_NON-SECURE_AREA,Location_KENNEL,Location_BARBERSHOP,Location_AIRPORT_TERMINAL_LOWER_LEVEL_-_SECURE_AREA,Location_HOUSE,Location_AIRCRAFT,Location_SCHOOL_-_PRIVATE_BUILDING,Location_PARKING_LOT,Location_BASEMENT,Location_VEHICLE_-_DELIVERY_TRUCK,Location_JAIL_/_LOCK-UP_FACILITY,Location_TAVERN,Location_AIRPORT_TERMINAL_MEZZANINE_-_NON-SECURE_AREA,Location_AUTO,Location_BOWLING_ALLEY,Location_COLLEGE_/_UNIVERSITY_-_RESIDENCE_HALL,Location_CHA_GROUNDS,Location_FARM,Location_NEWSSTAND,Location_HOSPITAL,Location_CEMETARY,Location_VACANT_LOT,Location_AIRPORT_TRANSPORTATION_SYSTEM_(ATS),Location_POOL_ROOM,Location_VEHICLE_-_COMMERCIAL:_ENTERTAINMENT_/_PARTY_BUS,Location_PORCH,Location_DRIVEWAY,Location_CREDIT_UNION,Location_VEHICLE_-_COMMERCIAL:_TROLLEY_BUS,Location_HALLWAY,Location_GARAGE,Location_OFFICE,Location_RETAIL_STORE,Location_LIQUOR_STORE,Location_CHA_HALLWAY,"Location_CTA_""L""_TRAIN",Location_CTA_TRACKS_-_RIGHT_OF_WAY
4,2024-06-17,40,5,5,0,8,8,0,8,0,0,2,3,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,8,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-18,40,6,3,0,4,10,0,10,1,1,2,1,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,7,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-19,44,4,4,0,8,7,0,10,1,1,3,3,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,0,10,0,0,0,1,1,2,0,1,0,1,0,1,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-20,42,2,10,2,9,3,0,5,1,0,2,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,10,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-21,52,4,3,1,8,10,0,11,0,1,6,3,0,0,0,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12,0,9,0,0,1,0,1,1,1,1,2,3,2,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-22,28,1,0,0,3,10,0,7,0,0,1,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-23,39,2,5,0,4,11,0,6,0,0,1,4,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,5,0,0,0,0,1,1,0,0,3,0,0,0,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-24,39,3,4,2,3,11,0,5,0,0,2,5,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,14,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-25,42,3,3,1,6,6,0,10,0,0,6,3,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,12,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-26,35,5,2,2,6,11,0,4,0,0,2,3,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,11,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-27,24,0,3,1,5,6,1,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-28,34,0,4,1,4,10,0,5,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,0,10,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-29,33,3,2,0,8,5,0,6,0,0,3,3,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-06-30,37,2,7,1,9,5,0,4,0,0,3,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,10,0,0,0,2,0,2,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-01,37,3,4,0,8,6,0,6,0,0,3,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,9,0,8,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-02,42,1,2,3,6,7,1,6,0,0,4,4,0,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,13,0,0,0,0,0,2,2,2,3,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-03,33,4,1,0,2,11,0,4,0,0,3,5,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,10,0,0,0,0,0,3,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-04,37,6,0,0,2,14,0,3,0,1,3,4,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,5,0,17,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-05,39,7,1,3,5,9,0,4,0,1,3,3,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,4,0,0,0,0,0,3,1,1,2,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-06,51,4,6,0,11,8,0,6,0,2,5,7,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,10,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-07,41,6,5,0,6,8,0,5,0,0,0,8,0,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,7,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-08,46,7,2,2,14,9,0,2,0,1,5,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,7,0,0,1,0,2,3,1,0,1,2,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-09,38,1,3,0,9,3,0,3,0,0,2,5,0,2,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,6,0,5,0,0,1,0,0,2,1,0,2,1,1,3,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-10,43,6,3,1,7,10,0,5,0,0,5,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,13,0,0,0,0,0,4,0,0,2,2,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-11,30,2,2,0,10,5,0,3,0,0,1,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-12,38,4,6,0,7,8,0,4,1,0,4,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,7,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-13,32,2,2,1,4,3,0,5,0,0,3,6,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,3,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-14,36,4,4,1,5,8,0,6,0,0,1,6,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,11,0,0,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-15,34,0,5,1,7,6,0,6,0,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-16,41,5,2,0,10,7,0,11,0,0,3,3,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,9,0,4,0,0,1,0,0,3,0,1,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-17,28,4,3,0,6,6,0,6,0,0,0,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-18,35,1,5,0,5,7,0,5,0,0,2,0,0,4,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-19,38,1,4,0,8,12,0,6,0,0,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,15,1,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2024-07-20,49,1,4,1,8,11,0,11,0,0,1,6,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,15,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
